country,year,value
Iceland,2006,88.730449
Iceland,2007,94.059521
Iceland,2008,91.303145
Iceland,2009,97.143961
Iceland,2010,96.145908
Iceland,2011,96.228729
Iceland,2012,96.367313
Iceland,2013,98.391482
Iceland,2014,98.347418
Iceland,2015,100.0
Iceland,2016,101.109382
Iceland,2017,101.932426
Iceland,2018,104.539241
Iceland,2019,107.764504
Iceland,2020,106.094321
Iceland,2021,110.009448
Iceland,2022,110.268245
Ireland,1990,38.343964
Ireland,1991,39.884461
Ireland,1992,41.883514
Ireland,1993,42.941404
Ireland,1994,43.982693
Ireland,1995,46.150513
Ireland,1996,47.998333
Ireland,1997,51.268807
Ireland,1998,51.094393
Ireland,1999,53.679276
Ireland,2000,56.645877
Ireland,2001,58.726286
Ireland,2002,61.778917
Ireland,2003,63.503808
Ireland,2004,66.250292
Ireland,2005,66.910261
Ireland,2006,68.0426
Ireland,2007,69.808855
Ireland,2008,68.704214
Ireland,2009,73.266124
Ireland,2010,77.782264
Ireland,2011,80.206619
Ireland,2012,80.701076
Ireland,2013,78.62888
Ireland,2014,82.822423
Ireland,2015,100.0
Ireland,2016,96.815128
Ireland,2017,101.578633
Ireland,2018,106.271065
Ireland,2019,108.664237
Ireland,2020,128.246668
Ireland,2021,138.554505
Ireland,2022,139.638032
Israel,1990,76.769194
Israel,1991,78.681568
Israel,1992,78.232575
Israel,1993,77.716195
Israel,1994,76.658378
Israel,1995,75.880615
Israel,1996,76.37102
Israel,1997,77.686049
Israel,1998,79.753182
Israel,1999,79.799653
Israel,2000,83.236229
Israel,2001,85.091243
Israel,2002,84.170032
Israel,2003,85.35208
Israel,2004,88.485258
Israel,2005,89.561968
Israel,2006,92.226553
Israel,2007,93.051358
Israel,2008,92.697001
Israel,2009,92.085907
Israel,2010,94.637881
Israel,2011,97.018045
Israel,2012,96.606782
Israel,2013,98.321312
Israel,2014,99.856005
Israel,2015,100.0
Israel,2016,100.614375
Israel,2017,102.318954
Israel,2018,105.10882
Israel,2019,108.461745
Israel,2020,116.375853
Israel,2021,118.97185
Israel,2022,117.956488
Italy,1990,84.556158
Italy,1991,84.595277
Italy,1992,85.779154
Italy,1993,87.401638
Italy,1994,91.072919
Italy,1995,93.772882
Italy,1996,93.880025
Italy,1997,95.612618
Italy,1998,95.678224
Italy,1999,96.351086
Italy,2000,99.118059
Italy,2001,99.78275
Italy,2002,99.00028
Italy,2003,98.298734
Italy,2004,99.123067
Italy,2005,99.565938
Italy,2006,99.346739
Italy,2007,99.271227
Italy,2008,98.70518
Italy,2009,96.73892
Italy,2010,98.938252
Italy,2011,99.606174
Italy,2012,99.073743
Italy,2013,99.86123
Italy,2014,99.940667
Italy,2015,100.0
Italy,2016,99.692606
Italy,2017,100.335718
Italy,2018,100.323292
Italy,2019,100.82174
Italy,2020,103.942159
Italy,2021,102.146042
Italy,2022,101.854776
Japan,1990,67.77827
Japan,1991,69.903699
Japan,1992,70.917517
Japan,1993,72.540663
Japan,1994,73.514167
Japan,1995,75.747754
Japan,1996,77.713801
Japan,1997,79.043851
Japan,1998,79.92947
Japan,1999,82.172498
Japan,2000,84.549519
Japan,2001,85.752674
Japan,2002,87.332856
Japan,2003,88.57762
Japan,2004,90.706151
Japan,2005,92.020655
Japan,2006,92.169251
Japan,2007,92.852104
Japan,2008,92.582326
Japan,2009,91.266296
Japan,2010,94.087959
Japan,2011,94.680171
Japan,2012,95.716034
Japan,2013,97.855026
Japan,2014,98.028532
Japan,2015,100.0
Japan,2016,100.100485
Japan,2017,101.015295
Japan,2018,101.634793
Japan,2019,102.524561
Japan,2020,101.543439
Japan,2021,103.130927
Japan,2022,104.084324
Korea,2011,92.858458
Korea,2012,94.207046
Korea,2013,96.45643
Korea,2014,98.652666
Korea,2015,100.0
Korea,2016,102.78503
Korea,2017,107.3761
Korea,2018,111.47842
Korea,2019,114.206522
Korea,2020,117.85168
Korea,2021,121.137177
Korea,2022,121.261015
Latvia,1995,38.564973
Latvia,1996,39.379401
Latvia,1997,41.127174
Latvia,1998,43.922984
Latvia,1999,45.922338
Latvia,2000,50.136843
Latvia,2001,52.234448
Latvia,2002,56.059871
Latvia,2003,60.590619
Latvia,2004,66.679449
Latvia,2005,71.589803
Latvia,2006,76.340834
Latvia,2007,82.43881
Latvia,2008,82.395386
Latvia,2009,84.590478
Latvia,2010,87.35522
Latvia,2011,87.515313
Latvia,2012,93.180855
Latvia,2013,93.227711
Latvia,2014,95.768473
Latvia,2015,100.0
Latvia,2016,102.640295
Latvia,2017,106.975631
Latvia,2018,108.898169
Latvia,2019,111.665052
Latvia,2020,114.106432
Latvia,2021,123.106265
Latvia,2022,128.933022
Lithuania,1995,42.141215
Lithuania,1996,43.969615
Lithuania,1997,47.188167
Lithuania,1998,49.782455
Lithuania,1999,51.840165
Lithuania,2000,52.500276
Lithuania,2001,58.563237
Lithuania,2002,61.324488
Lithuania,2003,66.950441
Lithuania,2004,68.637759
Lithuania,2005,73.254776
Lithuania,2006,79.281199
Lithuania,2007,84.940907
Lithuania,2008,87.025483
Lithuania,2009,83.24896
Lithuania,2010,87.983806
Lithuania,2011,94.029757
Lithuania,2012,95.946361
Lithuania,2013,98.887005
Lithuania,2014,100.794043
Lithuania,2015,100.0
Lithuania,2016,98.994124
Lithuania,2017,106.33147
Lithuania,2018,108.61201
Lithuania,2019,112.937129
Lithuania,2020,119.77332
Lithuania,2021,123.875578
Lithuania,2022,120.480399
Luxembourg,1990,82.325262
Luxembourg,1991,86.932796
Luxembourg,1992,87.267454
Luxembourg,1993,88.977752
Luxembourg,1994,91.151118
Luxembourg,1995,89.489188
Luxembourg,1996,89.721127
Luxembourg,1997,91.158409
Luxembourg,1998,93.264723
Luxembourg,1999,96.512311
Luxembourg,2000,97.67673
Luxembourg,2001,95.946411
Luxembourg,2002,96.679855
Luxembourg,2003,97.386617
Luxembourg,2004,99.194248
Luxembourg,2005,100.180217
Luxembourg,2006,102.262274
Luxembourg,2007,104.976601
Luxembourg,2008,99.90781
Luxembourg,2009,99.706148
Luxembourg,2010,101.385352
Luxembourg,2011,99.600059
Luxembourg,2012,99.210285
Luxembourg,2013,101.025243
Luxembourg,2014,100.774324
Luxembourg,2015,100.0
Luxembourg,2016,101.989921
Luxembourg,2017,100.480067
Luxembourg,2018,98.797902
Luxembourg,2019,98.604148
Luxembourg,2020,101.794205
Luxembourg,2021,101.767374
Luxembourg,2022,100.3931
Mexico,1991,99.689045
Mexico,1992,100.204862
Mexico,1993,99.805775
Mexico,1994,99.587297
Mexico,1995,93.434996
Mexico,1996,94.49108
Mexico,1997,93.397668
Mexico,1998,98.898734
Mexico,1999,97.141225
Mexico,2000,102.857472
Mexico,2001,103.554419
Mexico,2002,98.829358
Mexico,2003,101.920908
Mexico,2004,103.322933
Mexico,2005,96.03005
Mexico,2006,98.191904
Mexico,2007,99.125014
Mexico,2008,98.332244
Mexico,2009,91.50091
Mexico,2010,94.640721
Mexico,2011,96.113472
Mexico,2012,98.45457
Mexico,2013,97.909337
Mexico,2014,100.001084
Mexico,2015,100.0
Mexico,2016,99.491469
Mexico,2017,99.811341
Mexico,2018,98.932128
Mexico,2019,96.489951
Mexico,2020,95.378164
Mexico,2021,92.81088
Mexico,2022,92.42797
Netherlands,1990,77.146426
Netherlands,1991,78.07681
Netherlands,1992,77.929608
Netherlands,1993,79.179573
Netherlands,1994,80.570946
Netherlands,1995,79.357767
Netherlands,1996,79.651125
Netherlands,1997,81.409842
Netherlands,1998,83.408853
Netherlands,1999,85.249784
Netherlands,2000,88.005142
Netherlands,2001,88.894109
Netherlands,2002,89.542943
Netherlands,2003,90.725272
Netherlands,2004,92.289979
Netherlands,2005,94.493797
Netherlands,2006,95.899245
Netherlands,2007,96.756054
Netherlands,2008,97.311535
Netherlands,2009,95.116484
Netherlands,2010,97.080729
Netherlands,2011,97.702861
Netherlands,2012,97.557434
Netherlands,2013,98.298779
Netherlands,2014,99.026646
Netherlands,2015,100.0
Netherlands,2016,99.844061
Netherlands,2017,100.387115
Netherlands,2018,100.064801
Netherlands,2019,99.395132
Netherlands,2020,99.539756
Netherlands,2021,102.30501
Netherlands,2022,102.692374
New Zealand,1990,75.05337
New Zealand,1991,73.739582
New Zealand,1992,76.548706
New Zealand,1993,78.328027
New Zealand,1994,78.763818
New Zealand,1995,79.38483
New Zealand,1996,79.644519
New Zealand,1997,82.373992
New Zealand,1998,81.059964
New Zealand,1999,82.003273
New Zealand,2000,84.528055
New Zealand,2001,86.125269
New Zealand,2002,87.774406
New Zealand,2003,89.43873
New Zealand,2004,89.062575
New Zealand,2005,88.850953
New Zealand,2006,89.967216
New Zealand,2007,93.514628
New Zealand,2008,90.524446
New Zealand,2009,95.306373
New Zealand,2010,94.5018
New Zealand,2011,96.292304
New Zealand,2012,99.892925
New Zealand,2013,97.807054
New Zealand,2014,97.733924
New Zealand,2015,100.0
New Zealand,2016,99.083736
New Zealand,2017,99.233309
New Zealand,2018,101.257023
New Zealand,2019,100.637323
New Zealand,2020,102.415197
New Zealand,2021,104.932629
New Zealand,2022,105.075796
Norway,1990,69.007977
Norway,1991,71.936565
Norway,1992,74.188869
Norway,1993,75.874819
Norway,1994,78.705095
Norway,1995,81.162077
Norway,1996,83.793988
Norway,1997,85.949618
Norway,1998,86.053094
Norway,1999,87.106791
Norway,2000,90.534798
Norway,2001,93.890821
Norway,2002,95.91104
Norway,2003,99.025267
Norway,2004,101.074629
Norway,2005,102.190857
Norway,2006,101.519448
Norway,2007,99.692935
Norway,2008,96.742409
Norway,2009,96.664018
Norway,2010,97.157823
Norway,2011,96.512861
Norway,2012,97.353585
Norway,2013,97.954381
Norway,2014,98.738413
Norway,2015,100.0
Norway,2016,100.669968
Norway,2017,102.753489
Norway,2018,101.958227
Norway,2019,101.566262
Norway,2020,102.484362
Norway,2021,103.995967
Norway,2022,103.376935
Poland,1993,41.689631
Poland,1994,43.750633
Poland,1995,47.258978
Poland,1996,49.186145
Poland,1997,51.767954
Poland,1998,54.202662
Poland,1999,59.075557
Poland,2000,63.769914
Poland,2001,65.973201
Poland,2002,69.585842
Poland,2003,72.669024
Poland,2004,75.422037
Poland,2005,76.620798
Poland,2006,78.754908
Poland,2007,80.804122
Poland,2008,81.429216
Poland,2009,84.064151
Poland,2010,89.116174
Poland,2011,93.31956
Poland,2012,94.895242
Poland,2013,95.948364
Poland,2014,97.622509
Poland,2015,100.0
Poland,2016,102.001142
Poland,2017,106.982369
Poland,2018,114.261674
Poland,2019,119.703575
Poland,2020,118.207222
Poland,2021,119.27761
Poland,2022,125.952025
Portugal,1990,71.46945
Portugal,1991,75.201805
Portugal,1992,77.902622
Portugal,1993,77.806833
Portugal,1994,78.307779
Portugal,1995,79.405183
Portugal,1996,80.788403
Portugal,1997,82.409052
Portugal,1998,83.333557
Portugal,1999,85.19183
Portugal,2000,86.104635
Portugal,2001,87.022077
Portugal,2002,87.674989
Portugal,2003,88.03249
Portugal,2004,89.952471
Portugal,2005,90.974681
Portugal,2006,92.665839
Portugal,2007,94.119584
Portugal,2008,94.728333
Portugal,2009,94.320209
Portugal,2010,97.19907
Portugal,2011,98.642516
Portugal,2012,99.606801
Portugal,2013,101.046899
Portugal,2014,100.020753
Portugal,2015,100.0
Portugal,2016,100.06329
Portugal,2017,100.877896
Portugal,2018,100.783374
Portugal,2019,102.310317
Portugal,2020,103.385669
Portugal,2021,104.766341
Portugal,2022,111.15899
Slovak Republic,1995,46.328128
Slovak Republic,1996,49.275068
Slovak Republic,1997,52.440577
Slovak Republic,1998,55.081643
Slovak Republic,1999,56.628198
Slovak Republic,2000,58.450535
Slovak Republic,2001,60.502381
Slovak Republic,2002,64.852249
Slovak Republic,2003,69.939165
Slovak Republic,2004,71.918667
Slovak Republic,2005,74.29163
Slovak Republic,2006,78.73689
Slovak Republic,2007,84.679472
Slovak Republic,2008,86.504499
Slovak Republic,2009,84.027822
Slovak Republic,2010,89.798014
Slovak Republic,2011,91.203199
Slovak Republic,2012,92.564114
Slovak Republic,2013,94.803338
Slovak Republic,2014,96.661922
Slovak Republic,2015,100.0
Slovak Republic,2016,100.379876
Slovak Republic,2017,102.645876
Slovak Republic,2018,105.286173
Slovak Republic,2019,107.567588
Slovak Republic,2020,114.069058
Slovak Republic,2021,119.38223
Slovak Republic,2022,116.498106
Slovenia,1995,60.262991
Slovenia,1996,64.483001
Slovenia,1997,69.500075
Slovenia,1998,71.306984
Slovenia,1999,73.893916
Slovenia,2000,76.288661
Slovenia,2001,78.951283
Slovenia,2002,79.298174
Slovenia,2003,81.746584
Slovenia,2004,84.427877
Slovenia,2005,90.134493
Slovenia,2006,95.478905
Slovenia,2007,99.578566
Slovenia,2008,99.443009
Slovenia,2009,93.167784
Slovenia,2010,96.366367
Slovenia,2011,99.864334
Slovenia,2012,99.292575
Slovenia,2013,98.320726
Slovenia,2014,99.445673
Slovenia,2015,100.0
Slovenia,2016,103.474614
Slovenia,2017,107.368238
Slovenia,2018,109.957683
Slovenia,2019,111.220721
Slovenia,2020,112.078843
Slovenia,2021,115.169252
Slovenia,2022,113.49593
Spain,1990,78.443401
Spain,1991,79.078701
Spain,1992,81.311551
Spain,1993,83.204731
Spain,1994,85.641666
Spain,1995,86.357948
Spain,1996,87.314344
Spain,1997,87.168296
Spain,1998,86.757607
Spain,1999,86.451833
Spain,2000,86.853672
Spain,2001,86.992814
Spain,2002,87.127687
Spain,2003,87.38699
Spain,2004,87.667071
Spain,2005,88.009535
Spain,2006,88.524184
Spain,2007,89.502613
Spain,2008,89.733039
Spain,2009,91.895675
Spain,2010,94.231736
Spain,2011,95.622838
Spain,2012,97.467504
Spain,2013,98.90578
Spain,2014,99.211993
Spain,2015,100.0
Spain,2016,100.457181
Spain,2017,101.334899
Spain,2018,101.103306
Spain,2019,101.664137
Spain,2020,101.486085
Spain,2021,100.71623
Spain,2022,102.538091
Sweden,1990,63.107842
Sweden,1991,63.902364
Sweden,1992,65.349278
Sweden,1993,66.770317
Sweden,1994,68.357461
Sweden,1995,69.691401
Sweden,1996,70.829987
Sweden,1997,73.737432
Sweden,1998,75.692035
Sweden,1999,76.85768
Sweden,2000,79.629707
Sweden,2001,80.260403
Sweden,2002,83.169216
Sweden,2003,86.31414
Sweden,2004,89.352479
Sweden,2005,91.891042
Sweden,2006,94.537496
Sweden,2007,94.809611
Sweden,2008,93.140242
Sweden,2009,91.828442
Sweden,2010,95.047112
Sweden,2011,95.817586
Sweden,2012,95.358961
Sweden,2013,96.122048
Sweden,2014,97.218063
Sweden,2015,100.0
Sweden,2016,99.384945
Sweden,2017,100.270459
Sweden,2018,100.637005
Sweden,2019,102.934086
Sweden,2020,104.029507
Sweden,2021,107.698387
Sweden,2022,108.292036
Switzerland,1990,78.929658
Switzerland,1991,76.899974
Switzerland,1992,77.580542
Switzerland,1993,78.290949
Switzerland,1994,78.839266
Switzerland,1995,80.245745
Switzerland,1996,81.964045
Switzerland,1997,84.408347
Switzerland,1998,85.417681
Switzerland,1999,85.040031
Switzerland,2000,87.789313
Switzerland,2001,89.805215
Switzerland,2002,90.267824
Switzerland,2003,89.839002
Switzerland,2004,90.36092
Switzerland,2005,92.443071
Switzerland,2006,94.759845
Switzerland,2007,96.588995
Switzerland,2008,97.52976
Switzerland,2009,95.343298
Switzerland,2010,98.053752
Switzerland,2011,97.492611
Switzerland,2012,97.874372
Switzerland,2013,99.682146
Switzerland,2014,100.66456
Switzerland,2015,100.0
Switzerland,2016,100.642001
Switzerland,2017,102.256129
Switzerland,2018,104.616177
Switzerland,2019,105.19707
Switzerland,2020,106.933647
Switzerland,2021,109.949643
Switzerland,2022,111.020179
Türkiye,1990,52.235828
