STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
29,77,Greene,Missouri,298915,37.192242,-93.309507
29,79,Grundy,Missouri,9808,40.093264,-93.59577
29,81,Harrison,Missouri,8157,40.315594,-94.001268
29,83,Henry,Missouri,21946,38.394287,-93.73769
29,85,Hickory,Missouri,8279,37.91105,-93.329051
29,87,Holt,Missouri,4223,40.084331,-95.185877
29,89,Howard,Missouri,10151,39.140559,-92.70446
29,91,Howell,Missouri,39750,36.792561,-91.873718
29,93,Iron,Missouri,9537,37.578019,-90.713802
29,95,Jackson,Missouri,717204,39.00998,-94.444287
29,97,Jasper,Missouri,122761,37.129578,-94.444125
29,99,Jefferson,Missouri,226739,38.340859,-90.475056
29,101,Johnson,Missouri,54013,38.758577,-93.770288
29,103,Knox,Missouri,3744,40.155205,-92.154081
29,105,Laclede,Missouri,36039,37.669688,-92.653795
29,107,Lafayette,Missouri,32984,39.055172,-93.842193
29,109,Lawrence,Missouri,38001,37.034976,-93.799734
29,111,Lewis,Missouri,10032,40.08916,-91.641748
29,113,Lincoln,Missouri,59574,38.996776,-90.929751
29,115,Linn,Missouri,11874,39.797177,-93.066695
29,117,Livingston,Missouri,14557,39.79808,-93.553067
29,119,McDonald,Missouri,23303,36.615343,-94.399016
29,121,Macon,Missouri,15209,39.796483,-92.50812
29,123,Madison,Missouri,12626,37.539522,-90.299752
29,125,Maries,Missouri,8432,38.170013,-91.878849
29,127,Marion,Missouri,28525,39.741435,-91.457393
29,129,Mercer,Missouri,3538,40.415018,-93.579508
29,131,Miller,Missouri,24722,38.246362,-92.50897
29,133,Mississippi,Missouri,12577,36.856032,-89.368458
29,135,Moniteau,Missouri,15473,38.627456,-92.611037
29,137,Monroe,Missouri,8666,39.524752,-91.966322
29,139,Montgomery,Missouri,11322,38.948967,-91.467436
29,141,Morgan,Missouri,21006,38.383773,-92.85098
29,143,New Madrid,Missouri,16434,36.612845,-89.651942
29,145,Newton,Missouri,58648,36.921726,-94.414367
29,147,Nodaway,Missouri,21241,40.352259,-94.868321
29,149,Oregon,Missouri,8635,36.614979,-91.47387
29,151,Osage,Missouri,13274,38.455126,-91.884527
29,153,Ozark,Missouri,8553,36.623314,-92.421851
29,155,Pemiscot,Missouri,15661,36.179974,-89.744692
29,157,Perry,Missouri,18956,37.713861,-89.85786
29,159,Pettis,Missouri,42980,38.701441,-93.247496
29,161,Phelps,Missouri,44638,37.943357,-91.747022
29,163,Pike,Missouri,17587,39.362999,-91.160041
29,165,Platte,Missouri,106718,39.260346,-94.683735
29,167,Polk,Missouri,31519,37.602027,-93.404435
29,169,Pulaski,Missouri,53955,37.822042,-92.175732
29,171,Putnam,Missouri,4681,40.483035,-92.984514
29,173,Ralls,Missouri,10355,39.579823,-91.469172
29,175,Randolph,Missouri,24716,39.413737,-92.451801
29,177,Ray,Missouri,23158,39.336637,-94.062098
29,179,Reynolds,Missouri,6096,37.329,-90.970144
29,181,Ripley,Missouri,10679,36.626945,-90.790679
29,183,St. Charles,Missouri,405262,38.778572,-90.671284
29,185,St. Clair,Missouri,9284,38.057169,-93.763876
29,186,Ste. Genevieve,Missouri,18479,37.94083,-90.165655
29,187,St. Francois,Missouri,66922,37.834497,-90.488054
29,189,St. Louis,Missouri,1004125,38.644521,-90.389519
29,195,Saline,Missouri,23333,39.111399,-93.202654
29,197,Schuyler,Missouri,4032,40.461863,-92.520354
29,199,Scotland,Missouri,4716,40.44806,-92.151796
29,201,Scott,Missouri,38059,37.015235,-89.577539
29,203,Shannon,Missouri,7031,37.068998,-91.432915
29,205,Shelby,Missouri,6103,39.761716,-92.07725
29,207,Stoddard,Missouri,28672,36.847864,-89.970872
29,209,Stone,Missouri,31076,36.723445,-93.437769
29,211,Sullivan,Missouri,5999,40.21493,-93.101593
29,213,Taney,Missouri,56066,36.657085,-93.195143
29,215,Texas,Missouri,24487,37.330114,-91.966146
29,217,Vernon,Missouri,19707,37.836794,-94.33739
29,219,Warren,Missouri,35532,38.790363,-91.098557
29,221,Washington,Missouri,23514,37.953782,-90.785794
29,223,Wayne,Missouri,10974,37.109113,-90.523545
29,225,Webster,Missouri,39085,37.26294,-92.906843
29,227,Worth,Missouri,1973,40.481643,-94.437082
29,229,Wright,Missouri,18188,37.193283,-92.433272
29,510,St. Louis,Missouri,301578,38.620558,-90.253332
30,1,Beaverhead,Montana,9371,45.225028,-112.693549
30,3,Big Horn,Montana,13124,45.568552,-107.499673
30,5,Blaine,Montana,7044,48.432419,-108.871588
30,7,Broadwater,Montana,6774,46.281619,-111.543362
30,9,Carbon,Montana,10473,45.322269,-109.084845
30,11,Carter,Montana,1415,45.687353,-104.525341
30,13,Cascade,Montana,84414,47.491558,-111.306586
30,15,Chouteau,Montana,5895,47.962552,-110.386252
30,17,Custer,Montana,11867,46.401678,-105.814642
30,19,Daniels,Montana,1661,48.783637,-105.431739
30,21,Dawson,Montana,8940,47.137216,-104.748806
30,23,Deer Lodge,Montana,9421,46.135851,-112.955566
30,25,Fallon,Montana,3049,46.360506,-104.316077
30,27,Fergus,Montana,11446,47.092022,-109.4146
30,29,Flathead,Montana,104357,48.24738,-114.28093
30,31,Gallatin,Montana,118960,45.682956,-111.128767
30,33,Garfield,Montana,1173,47.309975,-106.946674
30,35,Glacier,Montana,13778,48.601084,-112.803122
30,37,Golden Valley,Montana,823,46.297881,-109.120778
30,39,Granite,Montana,3309,46.445392,-113.319927
30,41,Hill,Montana,16309,48.511678,-109.767061
30,43,Jefferson,Montana,12085,46.268426,-112.045462
30,45,Judith Basin,Montana,2023,47.094038,-110.171269
30,47,Lake,Montana,31134,47.608393,-114.123168
30,49,Lewis and Clark,Montana,70973,46.646621,-112.019644
30,51,Liberty,Montana,1959,48.538044,-110.985198
30,53,Lincoln,Montana,19677,48.553306,-115.42649
30,55,McCone,Montana,1729,47.569721,-105.638886
30,57,Madison,Montana,8623,45.419014,-111.922649
30,59,Meagher,Montana,1927,46.529828,-110.881517
30,61,Mineral,Montana,4535,47.182752,-114.894335
30,63,Missoula,Montana,117922,46.875546,-114.021512
30,65,Musselshell,Montana,4730,46.420108,-108.483111
30,67,Park,Montana,17191,45.604896,-110.596931
30,69,Petroleum,Montana,496,47.012154,-108.317862
30,71,Phillips,Montana,4217,48.367246,-107.86655
30,73,Pondera,Montana,5898,48.211424,-112.157767
30,75,Powder River,Montana,1694,45.438494,-105.544609
30,77,Powell,Montana,6946,46.450646,-112.757979
30,79,Prairie,Montana,1088,46.809714,-105.276222
30,81,Ravalli,Montana,44174,46.358548,-114.111357
30,83,Richland,Montana,11491,47.72072,-104.204227
30,85,Roosevelt,Montana,10794,48.134392,-105.212553
30,87,Rosebud,Montana,8329,45.902894,-106.612238
30,89,Sanders,Montana,12400,47.635009,-115.175789
30,91,Sheridan,Montana,3539,48.734101,-104.49367
30,93,Silver Bow,Montana,35133,45.98746,-112.525517
30,95,Stillwater,Montana,8963,45.615383,-109.238178
30,97,Sweet Grass,Montana,3678,45.829391,-109.91651
30,99,Teton,Montana,6226,47.762524,-112.039341
30,101,Toole,Montana,4971,48.578065,-111.850473
30,103,Treasure,Montana,762,46.247085,-107.247111
30,105,Valley,Montana,7578,48.236249,-106.541586
30,107,Wheatland,Montana,2069,46.454552,-109.845461
30,109,Wibaux,Montana,937,46.969955,-104.191241
30,111,Yellowstone,Montana,164731,45.789945,-108.546051
31,1,Adams,Nebraska,31205,40.585501,-98.41518
31,3,Antelope,Nebraska,6295,42.147054,-98.057377
31,5,Arthur,Nebraska,434,41.569368,-101.678874
31,7,Banner,Nebraska,674,41.558824,-103.721644
31,9,Blaine,Nebraska,431,41.906138,-100.013369
31,11,Boone,Nebraska,5379,41.677314,-98.014023
31,13,Box Butte,Nebraska,10842,42.136678,-102.905215
31,15,Boyd,Nebraska,1810,42.893569,-98.74483
31,17,Brown,Nebraska,2903,42.543087,-99.849627
31,19,Buffalo,Nebraska,50084,40.737756,-99.072828
31,21,Burt,Nebraska,6722,41.845218,-96.347791
31,23,Butler,Nebraska,8369,41.247435,-97.141745
31,25,Cass,Nebraska,26598,40.949471,-96.063719
31,27,Cedar,Nebraska,8380,42.576739,-97.250958
31,29,Chase,Nebraska,3893,40.501955,-101.625629
31,31,Cherry,Nebraska,5455,42.788407,-100.749694
31,33,Cheyenne,Nebraska,9468,41.164852,-102.982567
31,35,Clay,Nebraska,6104,40.547589,-98.027882
31,37,Colfax,Nebraska,10582,41.515594,-97.076357
31,39,Cuming,Nebraska,9013,41.896856,-96.758441
31,41,Custer,Nebraska,10545,41.400577,-99.673936
31,43,Dakota,Nebraska,21582,42.446864,-96.438647
31,45,Dawes,Nebraska,8199,42.786274,-103.066332
31,47,Dawson,Nebraska,24111,40.827351,-99.856676
31,49,Deuel,Nebraska,1838,41.090929,-102.33652
31,51,Dixon,Nebraska,5606,42.436803,-96.826061
31,53,Dodge,Nebraska,37167,41.471288,-96.528637
31,55,Douglas,Nebraska,584526,41.26173,-96.069741
31,57,Dundy,Nebraska,1654,40.089487,-101.59927
31,59,Fillmore,Nebraska,5551,40.541248,-97.580053
31,61,Franklin,Nebraska,2889,40.185987,-98.95454
31,63,Frontier,Nebraska,2519,40.609996,-100.398828
31,65,Furnas,Nebraska,4636,40.250813,-99.934116
31,67,Gage,Nebraska,21704,40.280866,-96.713556
31,69,Garden,Nebraska,1874,41.429505,-102.323863
31,71,Garfield,Nebraska,1813,41.803658,-99.104124
31,73,Gosper,Nebraska,1893,40.59443,-99.826842
31,75,Grant,Nebraska,611,41.969597,-101.734576
31,77,Greeley,Nebraska,2188,41.555312,-98.49942
31,79,Hall,Nebraska,62895,40.91634,-98.377793
31,81,Hamilton,Nebraska,9429,40.879505,-98.023002
31,83,Harlan,Nebraska,3073,40.145347,-99.406335
31,85,Hayes,Nebraska,856,40.500842,-101.049757
31,87,Hitchcock,Nebraska,2616,40.21095,-101.004675
31,89,Holt,Nebraska,10127,42.460461,-98.743792
31,91,Hooker,Nebraska,711,42.010663,-101.050551
31,93,Howard,Nebraska,6475,41.18917,-98.489627
31,95,Jefferson,Nebraska,7240,40.164225,-97.141688
31,97,Johnson,Nebraska,5290,40.401098,-96.227732
31,99,Kearney,Nebraska,6688,40.507252,-98.99218
31,101,Keith,Nebraska,8335,41.141819,-101.6998
31,103,Keya Paha,Nebraska,769,42.868932,-99.717406
31,105,Kimball,Nebraska,3434,41.231296,-103.66158
31,107,Knox,Nebraska,8391,42.62421,-97.782589
31,109,Lancaster,Nebraska,322608,40.799269,-96.671536
31,111,Lincoln,Nebraska,34676,41.119294,-100.789525
31,113,Logan,Nebraska,716,41.499176,-100.507661
31,115,Loup,Nebraska,607,41.832646,-99.416371
31,117,McPherson,Nebraska,399,41.560427,-101.004858
31,119,Madison,Nebraska,35585,42.00636,-97.461443
31,121,Merrick,Nebraska,7668,41.130786,-98.037243
31,123,Morrill,Nebraska,4555,41.708586,-103.162925
31,125,Nance,Nebraska,3380,41.404591,-97.896242
31,127,Nemaha,Nebraska,7074,40.401975,-95.839188
31,129,Nuckolls,Nebraska,4095,40.114628,-98.0618
31,131,Otoe,Nebraska,15912,40.670824,-96.03688
31,133,Pawnee,Nebraska,2544,40.133204,-96.177346
31,135,Perkins,Nebraska,2858,40.844891,-101.675458
31,137,Phelps,Nebraska,8968,40.466361,-99.40454
31,139,Pierce,Nebraska,7317,42.259529,-97.591612
31,141,Platte,Nebraska,34296,41.46697,-97.385528
31,143,Polk,Nebraska,5214,41.173605,-97.55672
31,145,Red Willow,Nebraska,10702,40.206742,-100.592097
31,147,Richardson,Nebraska,7871,40.099879,-95.669705
31,149,Rock,Nebraska,1262,42.536738,-99.499863
31,151,Saline,Nebraska,14292,40.579217,-97.016896
31,153,Sarpy,Nebraska,190604,41.152889,-96.0437
31,155,Saunders,Nebraska,22278,41.195383,-96.560061
31,157,Scotts Bluff,Nebraska,36084,41.865094,-103.680393
31,159,Seward,Nebraska,17609,40.875087,-97.102308
31,161,Sheridan,Nebraska,5127,42.704794,-102.404074
31,163,Sherman,Nebraska,2959,41.228647,-98.968633
31,165,Sioux,Nebraska,1135,42.408762,-103.833171
31,167,Stanton,Nebraska,5842,41.985101,-97.255038
31,169,Thayer,Nebraska,5034,40.178256,-97.628078
31,171,Thomas,Nebraska,669,41.967138,-100.565595
31,173,Thurston,Nebraska,6773,42.161934,-96.522459
31,175,Valley,Nebraska,4059,41.573672,-98.948914
31,177,Washington,Nebraska,20865,41.504682,-96.156611
31,179,Wayne,Nebraska,9697,42.223628,-97.056303
31,181,Webster,Nebraska,3395,40.195862,-98.486606
31,183,Wheeler,Nebraska,774,41.885209,-98.545473
31,185,York,Nebraska,14125,40.863485,-97.605023
32,1,Churchill,Nevada,25516,39.474469,-118.796052
32,3,Clark,Nevada,2265461,36.141141,-115.152976
32,5,Douglas,Nevada,49488,38.957468,-119.756218
32,7,Elko,Nevada,53702,40.856303,-115.534273
32,9,Esmeralda,Nevada,729,37.704407,-117.670635
32,11,Eureka,Nevada,1855,39.946993,-116.209128
32,13,Humboldt,Nevada,17285,41.017558,-117.744296
32,15,Lander,Nevada,5734,40.49846,-116.949528
32,17,Lincoln,Nevada,4499,37.710093,-114.626444
32,19,Lyon,Nevada,59235,39.355756,-119.327152
32,21,Mineral,Nevada,4554,38.601613,-118.643399
32,23,Nye,Nevada,51591,36.414296,-116.125667
32,27,Pershing,Nevada,6650,40.334654,-118.294224
32,29,Storey,Nevada,4104,39.389828,-119.622432
32,31,Washoe,Nevada,486492,39.534488,-119.793527
32,33,White Pine,Nevada,9080,39.278317,-114.875458
32,510,Carson City,Nevada,58639,39.166096,-119.75408
33,1,Belknap,New Hampshire,63705,43.518179,-71.439516
33,3,Carroll,New Hampshire,50107,43.810093,-71.170079
33,5,Cheshire,New Hampshire,76458,42.897949,-72.260597
33,7,Coos,New Hampshire,31268,44.544534,-71.3636
33,9,Grafton,New Hampshire,91118,43.83744,-71.957176
33,11,Hillsborough,New Hampshire,422937,42.879412,-71.531546
33,13,Merrimack,New Hampshire,153808,43.244048,-71.586768
33,15,Rockingham,New Hampshire,314176,42.937487,-71.105861
33,17,Strafford,New Hampshire,130889,43.246137,-70.954351
33,19,Sullivan,New Hampshire,43063,43.370229,-72.256473
34,1,Atlantic,New Jersey,274534,39.428157,-74.584723
34,3,Bergen,New Jersey,955732,40.916918,-74.056816
34,5,Burlington,New Jersey,461860,39.983738,-74.836627
34,7,Camden,New Jersey,523485,39.863128,-75.026364
34,9,Cape May,New Jersey,95263,39.096879,-74.806953
34,11,Cumberland,New Jersey,154152,39.431713,-75.0896
34,13,Essex,New Jersey,863728,40.767919,-74.216055
34,15,Gloucester,New Jersey,302294,39.748752,-75.130305
34,17,Hudson,New Jersey,724854,40.741644,-74.061448
34,19,Hunterdon,New Jersey,128947,40.572604,-74.895969
34,21,Mercer,New Jersey,387340,40.255387,-74.69945
34,23,Middlesex,New Jersey,863162,40.484409,-74.388583
34,25,Monmouth,New Jersey,643615,40.29118,-74.14859
34,27,Morris,New Jersey,509285,40.859148,-74.50031
34,29,Ocean,New Jersey,637229,39.978586,-74.215904
34,31,Passaic,New Jersey,524118,40.923998,-74.189868
34,33,Salem,New Jersey,64837,39.627242,-75.378171
34,35,Somerset,New Jersey,345361,40.559937,-74.578391
34,37,Sussex,New Jersey,144221,41.090477,-74.655456
34,39,Union,New Jersey,575345,40.659355,-74.293688
34,41,Warren,New Jersey,109632,40.794655,-75.014893
35,1,Bernalillo,New Mexico,676444,35.109462,-106.617779
35,3,Catron,New Mexico,3579,33.958709,-108.531494
35,5,Chaves,New Mexico,65157,33.365668,-104.514733
35,6,Cibola,New Mexico,27172,35.107009,-107.818849
35,7,Colfax,New Mexico,12387,36.698075,-104.656615
35,9,Curry,New Mexico,48430,34.421082,-103.213229
35,11,De Baca,New Mexico,1698,34.460693,-104.247994
35,13,Doña Ana,New Mexico,219561,32.24837,-106.728836
35,15,Eddy,New Mexico,62314,32.538156,-104.288595
35,17,Grant,New Mexico,28185,32.781053,-108.24321
35,19,Guadalupe,New Mexico,4452,34.932588,-104.764455
35,21,Harding,New Mexico,657,35.853043,-103.978557
35,23,Hidalgo,New Mexico,4178,32.286524,-108.771223
35,25,Lea,New Mexico,74455,32.75172,-103.190527
35,27,Lincoln,New Mexico,20269,33.419573,-105.631108
35,28,Los Alamos,New Mexico,19419,35.869176,-106.272314
35,29,Luna,New Mexico,25427,32.223031,-107.741875
35,31,McKinley,New Mexico,72902,35.513228,-108.634281
35,33,Mora,New Mexico,4189,36.00418,-105.23707
35,35,Otero,New Mexico,67839,32.778517,-106.000317
35,37,Quay,New Mexico,8746,35.178327,-103.662364
35,39,Rio Arriba,New Mexico,40363,36.203984,-106.205155
35,41,Roosevelt,New Mexico,19191,34.168551,-103.347539
35,43,Sandoval,New Mexico,148834,35.319674,-106.649224
35,45,San Juan,New Mexico,121661,36.723982,-108.220154
35,47,San Miguel,New Mexico,27201,35.576344,-105.307874
35,49,Santa Fe,New Mexico,154823,35.632632,-106.004765
35,51,Sierra,New Mexico,11576,33.106952,-107.281723
35,53,Socorro,New Mexico,16595,34.154884,-106.960356
35,55,Taos,New Mexico,34489,36.435099,-105.60791
35,57,Torrance,New Mexico,15045,34.870562,-106.1027
35,59,Union,New Mexico,4079,36.468186,-103.265891
35,61,Valencia,New Mexico,76205,34.755709,-106.722815
36,1,Albany,New York,314848,42.680589,-73.811637
36,3,Allegany,New York,46456,42.228676,-78.020786
36,5,Bronx,New York,1472654,40.849395,-73.882271
36,7,Broome,New York,198683,42.120758,-75.936264
36,9,Cattaraugus,New York,77042,42.223696,-78.608393
36,11,Cayuga,New York,76248,42.938915,-76.560652
36,13,Chautauqua,New York,127657,42.245031,-79.314802
36,15,Chemung,New York,84148,42.120553,-76.813813
36,17,Chenango,New York,47220,42.480979,-75.568857
36,19,Clinton,New York,79843,44.72994,-73.542837
36,21,Columbia,New York,61570,42.274439,-73.680411
36,23,Cortland,New York,46809,42.595471,-76.146202
36,25,Delaware,New York,44308,42.248721,-74.996335
36,27,Dutchess,New York,295911,41.678068,-73.84154
36,29,Erie,New York,954236,42.891147,-78.792727
36,31,Essex,New York,37381,44.168428,-73.676357
36,33,Franklin,New York,47555,44.717734,-74.351416
36,35,Fulton,New York,53324,43.058597,-74.329857
36,37,Genesee,New York,58388,42.998899,-78.171041
36,39,Greene,New York,47931,42.298257,-73.978824
36,41,Hamilton,New York,5107,43.612735,-74.385492
36,43,Herkimer,New York,60139,43.071299,-74.994925
36,45,Jefferson,New York,116721,44.019862,-75.89504
36,47,Kings,New York,2736074,40.651666,-73.954985
36,49,Lewis,New York,26582,43.788692,-75.449227
36,51,Livingston,New York,61834,42.769037,-77.762787
36,53,Madison,New York,68016,42.98686,-75.719961
36,55,Monroe,New York,759443,43.160725,-77.618985
36,57,Montgomery,New York,49532,42.93271,-74.344144
36,59,Nassau,New York,1395774,40.716432,-73.603664
36,61,New York,New York,1694251,40.776422,-73.967437
36,63,Niagara,New York,212666,43.134406,-78.851139
36,65,Oneida,New York,232125,43.146277,-75.355941
36,67,Onondaga,New York,476516,43.067977,-76.167376
36,69,Ontario,New York,112458,42.902312,-77.266946
36,71,Orange,New York,401310,41.41957,-74.239375
36,73,Orleans,New York,40343,43.249285,-78.224364
36,75,Oswego,New York,117525,43.392222,-76.31179
36,77,Otsego,New York,58524,42.564145,-75.060236
36,79,Putnam,New York,97668,41.410932,-73.718558
36,81,Queens,New York,2405464,40.721204,-73.834008
36,83,Rensselaer,New York,161130,42.699563,-73.631993
36,85,Richmond,New York,495747,40.589259,-74.136701
36,87,Rockland,New York,338329,41.127445,-74.02214
36,89,St. Lawrence,New York,108505,44.652827,-75.147873
36,91,Saratoga,New York,235509,43.007918,-73.784353
36,93,Schenectady,New York,158061,42.809147,-73.945253
36,95,Schoharie,New York,29714,42.64398,-74.435708
36,97,Schuyler,New York,17898,42.389251,-76.869139
36,99,Seneca,New York,33814,42.82851,-76.827711
36,101,Steuben,New York,93584,42.264824,-77.31968
36,103,Suffolk,New York,1525920,40.823365,-73.103278
36,105,Sullivan,New York,78624,41.698542,-74.698587
36,107,Tioga,New York,48455,42.121424,-76.298893
36,109,Tompkins,New York,105740,42.459082,-76.478989
36,111,Ulster,New York,181851,41.841749,-74.098362
36,113,Warren,New York,65737,43.392942,-73.711242
36,115,Washington,New York,61302,43.289043,-73.460751
36,117,Wayne,New York,91283,43.143635,-77.130245
36,119,Westchester,New York,1004457,41.038581,-73.80547
36,121,Wyoming,New York,40531,42.722711,-78.209554
36,123,Yates,New York,24774,42.634707,-77.078135
37,1,Alamance,North Carolina,171415,36.071544,-79.413154
37,3,Alexander,North Carolina,36444,35.889332,-81.193451
37,5,Alleghany,North Carolina,10888,36.497597,-81.10603
37,7,Anson,North Carolina,22055,34.974145,-80.110797
37,9,Ashe,North Carolina,26577,36.41363,-81.487979
37,11,Avery,North Carolina,17806,36.07601,-81.939525
37,13,Beaufort,North Carolina,44652,35.521622,-76.961773
37,15,Bertie,North Carolina,17934,36.081687,-76.962721
37,17,Bladen,North Carolina,29606,34.60917,-78.643311
37,19,Brunswick,North Carolina,136693,34.041766,-78.216619
37,21,Buncombe,North Carolina,269452,35.585308,-82.551811
37,23,Burke,North Carolina,87570,35.73127,-81.641243
37,25,Cabarrus,North Carolina,225804,35.395655,-80.621106
37,27,Caldwell,North Carolina,80652,35.873003,-81.502542
37,29,Camden,North Carolina,10355,36.369324,-76.197747
37,31,Carteret,North Carolina,67686,34.744126,-76.818665
37,33,Caswell,North Carolina,22736,36.399939,-79.361345
37,35,Catawba,North Carolina,160610,35.695474,-81.245331
37,37,Chatham,North Carolina,76285,35.756012,-79.208387
37,39,Cherokee,North Carolina,28774,35.101433,-84.022596
37,41,Chowan,North Carolina,13708,36.117035,-76.626616
37,43,Clay,North Carolina,11089,35.036306,-83.805739
37,45,Cleveland,North Carolina,99519,35.291366,-81.515786
37,47,Columbus,North Carolina,50623,34.280555,-78.706901
37,49,Craven,North Carolina,100720,35.069158,-77.04141
37,51,Cumberland,North Carolina,334728,35.054571,-78.937283
37,53,Currituck,North Carolina,28100,36.403222,-76.016801
37,55,Dare,North Carolina,36915,35.920369,-75.676005
37,57,Davidson,North Carolina,168930,35.857903,-80.200515
37,59,Davie,North Carolina,42712,35.931411,-80.52037
37,61,Duplin,North Carolina,48715,34.92845,-77.940295
37,63,Durham,North Carolina,324833,35.986154,-78.901717
37,65,Edgecombe,North Carolina,48900,35.902358,-77.656133
37,67,Forsyth,North Carolina,382590,36.104617,-80.258522
37,69,Franklin,North Carolina,68573,36.044193,-78.354026
37,71,Gaston,North Carolina,227943,35.273689,-81.150823
37,73,Gates,North Carolina,10478,36.464578,-76.706981
37,75,Graham,North Carolina,8030,35.332126,-83.787137
37,77,Granville,North Carolina,60992,36.216579,-78.649713
37,79,Greene,North Carolina,20451,35.466704,-77.665166
37,81,Guilford,North Carolina,541299,36.066734,-79.847354
37,83,Halifax,North Carolina,48622,36.36143,-77.67408
37,85,Harnett,North Carolina,133568,35.354081,-78.867419
37,87,Haywood,North Carolina,62089,35.518934,-82.943122
37,89,Henderson,North Carolina,116281,35.341636,-82.471646
37,91,Hertford,North Carolina,21552,36.352235,-77.011325
37,93,Hoke,North Carolina,52082,34.992582,-79.170107
37,95,Hyde,North Carolina,4589,35.430458,-76.205134
37,97,Iredell,North Carolina,186693,35.694772,-80.866837
37,99,Jackson,North Carolina,43109,35.332904,-83.199035
37,101,Johnston,North Carolina,215999,35.570579,-78.419098
37,103,Jones,North Carolina,9172,35.030718,-77.354076
37,105,Lee,North Carolina,63285,35.453843,-79.173582
37,107,Lenoir,North Carolina,55122,35.260621,-77.633969
37,109,Lincoln,North Carolina,86810,35.485544,-81.162521
37,111,McDowell,North Carolina,44578,35.667381,-82.019915
37,113,Macon,North Carolina,37014,35.156852,-83.377321
37,115,Madison,North Carolina,21193,35.839031,-82.636142
37,117,Martin,North Carolina,22031,35.830325,-77.097262
37,119,Mecklenburg,North Carolina,1115482,35.225341,-80.819873
37,121,Mitchell,North Carolina,14903,35.960065,-82.113979
37,123,Montgomery,North Carolina,25751,35.340612,-79.892912
37,125,Moore,North Carolina,99727,35.23777,-79.439212
37,127,Nash,North Carolina,94970,35.945971,-77.925858
37,129,New Hanover,North Carolina,225702,34.210212,-77.878389
37,131,Northampton,North Carolina,17471,36.44074,-77.450044
37,133,Onslow,North Carolina,204576,34.734255,-77.405266
37,135,Orange,North Carolina,148696,35.980115,-79.082329
37,137,Pamlico,North Carolina,12276,35.102112,-76.782234
37,139,Pasquotank,North Carolina,40568,36.294076,-76.247331
37,141,Pender,North Carolina,60203,34.453784,-77.806662
37,143,Perquimans,North Carolina,13005,36.180608,-76.422879
37,145,Person,North Carolina,39097,36.37201,-78.97044
37,147,Pitt,North Carolina,170243,35.576487,-77.383372
37,149,Polk,North Carolina,19328,35.258428,-82.17688
37,151,Randolph,North Carolina,144171,35.766153,-79.829145
37,153,Richmond,North Carolina,42946,34.942668,-79.735374
37,155,Robeson,North Carolina,116530,34.677173,-79.091794
37,157,Rockingham,North Carolina,91096,36.40032,-79.773426
37,159,Rowan,North Carolina,146875,35.620923,-80.522841
37,161,Rutherford,North Carolina,64444,35.350767,-81.897864
37,163,Sampson,North Carolina,59036,35.036714,-78.397561
37,165,Scotland,North Carolina,34174,34.785743,-79.473966
37,167,Stanly,North Carolina,62504,35.320568,-80.251909
37,169,Stokes,North Carolina,44520,36.349476,-80.275236
37,171,Surry,North Carolina,71359,36.431129,-80.657197
37,173,Swain,North Carolina,14117,35.437811,-83.411997
37,175,Transylvania,North Carolina,32986,35.210116,-82.743077
37,177,Tyrrell,North Carolina,3245,35.895302,-76.242529
37,179,Union,North Carolina,238267,35.01249,-80.631967
37,181,Vance,North Carolina,42578,36.332774,-78.402975
37,183,Wake,North Carolina,1129410,35.795346,-78.679962
37,185,Warren,North Carolina,18642,36.4113,-78.134476
37,187,Washington,North Carolina,11003,35.863224,-76.651708
37,189,Watauga,North Carolina,54086,36.218213,-81.686035
37,191,Wayne,North Carolina,117333,35.372889,-77.986675
37,193,Wilkes,North Carolina,65969,36.191877,-81.133714
37,195,Wilson,North Carolina,78784,35.727699,-77.93379
37,197,Yadkin,North Carolina,37214,36.164018,-80.673979
37,199,Yancey,North Carolina,18470,35.910934,-82.294631
38,1,Adams,North Dakota,2200,46.035876,-102.621818
38,3,Barnes,North Dakota,10853,46.926891,-98.030382
38,5,Benson,North Dakota,5964,48.022233,-99.148961
38,7,Billings,North Dakota,945,47.00341,-103.306329
38,9,Bottineau,North Dakota,6379,48.818996,-100.635057
38,11,Bowman,North Dakota,2993,46.17101,-103.389737
38,13,Burke,North Dakota,2201,48.760535,-102.539257
38,15,Burleigh,North Dakota,98458,46.823125,-100.761269
38,17,Cass,North Dakota,184525,46.853248,-96.866085
38,19,Cavalier,North Dakota,3704,48.756287,-98.408736
38,21,Dickey,North Dakota,4999,46.090319,-98.316828
38,23,Divide,North Dakota,2195,48.873168,-103.340573
38,25,Dunn,North Dakota,4095,47.337232,-102.638185
38,27,Eddy,North Dakota,2347,47.705809,-99.056923
38,29,Emmons,North Dakota,3301,46.26697,-100.221494
38,31,Foster,North Dakota,3397,47.460553,-99.032312
38,33,Golden Valley,North Dakota,1736,46.891037,-103.959283
38,35,Grand Forks,North Dakota,73170,47.904107,-97.114067
38,37,Grant,North Dakota,2301,46.39358,-101.709905
38,39,Griggs,North Dakota,2306,47.45152,-98.184378
38,41,Hettinger,North Dakota,2489,46.452752,-102.563748
38,43,Kidder,North Dakota,2394,46.913782,-99.803211
38,45,LaMoure,North Dakota,4093,46.405038,-98.531088
38,47,Logan,North Dakota,1876,46.497157,-99.553732
